,raceId,driverId,startingGridPosition,position,constructorId,lap,driverCode,year,raceName,circuitId,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,positionDiff,teamName,circuitRef,circuitName,tireChange
833,928,831,9,8,15,31,NAS,2015,Chinese Grand Prix,17,,,,,,1,Sauber,shanghai,Shanghai International Circuit,
597,928,817,7,9,9,14,RIC,2015,Chinese Grand Prix,17,,,,,,-2,Red Bull,shanghai,Shanghai International Circuit,
598,928,817,7,9,9,36,RIC,2015,Chinese Grand Prix,17,,,,,,-2,Red Bull,shanghai,Shanghai International Circuit,
830,928,828,10,10,15,14,ERI,2015,Chinese Grand Prix,17,,,,,,0,Sauber,shanghai,Shanghai International Circuit,
831,928,828,10,10,15,30,ERI,2015,Chinese Grand Prix,17,,,,,,0,Sauber,shanghai,Shanghai International Circuit,
779,928,815,15,11,10,11,PER,2015,Chinese Grand Prix,17,,,,,,4,Force India,shanghai,Shanghai International Circuit,
780,928,815,15,11,10,26,PER,2015,Chinese Grand Prix,17,,,,,,4,Force India,shanghai,Shanghai International Circuit,
781,928,815,15,11,10,41,PER,2015,Chinese Grand Prix,17,,,,,,4,Force India,shanghai,Shanghai International Circuit,
642,928,4,18,12,1,12,ALO,2015,Chinese Grand Prix,17,,,,,,6,McLaren,shanghai,Shanghai International Circuit,
643,928,4,18,12,1,35,ALO,2015,Chinese Grand Prix,17,,,,,,6,McLaren,shanghai,Shanghai International Circuit,
744,928,832,14,13,5,19,SAI,2015,Chinese Grand Prix,17,,,,,,1,Toro Rosso,shanghai,Shanghai International Circuit,
745,928,832,14,13,5,39,SAI,2015,Chinese Grand Prix,17,,,,,,1,Toro Rosso,shanghai,Shanghai International Circuit,
644,928,18,17,14,1,14,BUT,2015,Chinese Grand Prix,17,,,,,,3,McLaren,shanghai,Shanghai International Circuit,
645,928,18,17,14,1,32,BUT,2015,Chinese Grand Prix,17,,,,,,3,McLaren,shanghai,Shanghai International Circuit,
980,928,829,19,15,209,16,STE,2015,Chinese Grand Prix,17,,,,,,4,Manor Marussia,shanghai,Shanghai International Circuit,
981,928,829,19,15,209,38,STE,2015,Chinese Grand Prix,17,,,,,,4,Manor Marussia,shanghai,Shanghai International Circuit,
982,928,833,20,16,209,17,MER,2015,Chinese Grand Prix,17,,,,,,4,Manor Marussia,shanghai,Shanghai International Circuit,
983,928,833,20,16,209,40,MER,2015,Chinese Grand Prix,17,,,,,,4,Manor Marussia,shanghai,Shanghai International Circuit,
746,928,830,13,17,5,12,VER,2015,Chinese Grand Prix,17,,,,,,-4,Toro Rosso,shanghai,Shanghai International Circuit,
747,928,830,13,17,5,32,VER,2015,Chinese Grand Prix,17,,,,,,-4,Toro Rosso,shanghai,Shanghai International Circuit,
5742,929,1,1,1,131,15,HAM,2015,Bahrain Grand Prix,3,,,,,,0,Mercedes,bahrain,Bahrain International Circuit,
5743,929,1,1,1,131,33,HAM,2015,Bahrain Grand Prix,3,,,,,,0,Mercedes,bahrain,Bahrain International Circuit,
5610,929,8,4,2,6,17,RAI,2015,Bahrain Grand Prix,3,,,,,,2,Ferrari,bahrain,Bahrain International Circuit,
5611,929,8,4,2,6,40,RAI,2015,Bahrain Grand Prix,3,,,,,,2,Ferrari,bahrain,Bahrain International Circuit,
5744,929,3,3,3,131,14,ROS,2015,Bahrain Grand Prix,3,,,,,,0,Mercedes,bahrain,Bahrain International Circuit,
5745,929,3,3,3,131,34,ROS,2015,Bahrain Grand Prix,3,,,,,,0,Mercedes,bahrain,Bahrain International Circuit,
5797,929,822,5,4,3,14,BOT,2015,Bahrain Grand Prix,3,,,,,,1,Williams,bahrain,Bahrain International Circuit,
5798,929,822,5,4,3,33,BOT,2015,Bahrain Grand Prix,3,,,,,,1,Williams,bahrain,Bahrain International Circuit,
5607,929,20,2,5,6,13,VET,2015,Bahrain Grand Prix,3,,,,,,-3,Ferrari,bahrain,Bahrain International Circuit,
5608,929,20,2,5,6,32,VET,2015,Bahrain Grand Prix,3,,,,,,-3,Ferrari,bahrain,Bahrain International Circuit,
5609,929,20,2,5,6,36,VET,2015,Bahrain Grand Prix,3,,,,,,-3,Ferrari,bahrain,Bahrain International Circuit,
5494,929,817,7,6,9,14,RIC,2015,Bahrain Grand Prix,3,,,,,,1,Red Bull,bahrain,Bahrain International Circuit,
5495,929,817,7,6,9,35,RIC,2015,Bahrain Grand Prix,3,,,,,,1,Red Bull,bahrain,Bahrain International Circuit,
5874,929,154,10,7,208,12,GRO,2015,Bahrain Grand Prix,3,,,,,,3,Lotus F1,bahrain,Bahrain International Circuit,
5875,929,154,10,7,208,31,GRO,2015,Bahrain Grand Prix,3,,,,,,3,Lotus F1,bahrain,Bahrain International Circuit,
5677,929,815,11,8,10,17,PER,2015,Bahrain Grand Prix,3,,,,,,3,Force India,bahrain,Bahrain International Circuit,
5678,929,815,11,8,10,37,PER,2015,Bahrain Grand Prix,3,,,,,,3,Force India,bahrain,Bahrain International Circuit,
5496,929,826,17,9,9,15,KVY,2015,Bahrain Grand Prix,3,,,,,,8,Red Bull,bahrain,Bahrain International Circuit,
5497,929,826,17,9,9,34,KVY,2015,Bahrain Grand Prix,3,,,,,,8,Red Bull,bahrain,Bahrain International Circuit,
5795,929,13,6,10,3,10,MAS,2015,Bahrain Grand Prix,3,,,,,,-4,Williams,bahrain,Bahrain International Circuit,
5796,929,13,6,10,3,24,MAS,2015,Bahrain Grand Prix,3,,,,,,-4,Williams,bahrain,Bahrain International Circuit,
5540,929,4,14,11,1,13,ALO,2015,Bahrain Grand Prix,3,,,,,,3,McLaren,bahrain,Bahrain International Circuit,
5541,929,4,14,11,1,35,ALO,2015,Bahrain Grand Prix,3,,,,,,3,McLaren,bahrain,Bahrain International Circuit,
5713,929,831,12,12,15,10,NAS,2015,Bahrain Grand Prix,3,,,,,,0,Sauber,bahrain,Bahrain International Circuit,
5714,929,831,12,12,15,24,NAS,2015,Bahrain Grand Prix,3,,,,,,0,Sauber,bahrain,Bahrain International Circuit,
5715,929,831,12,12,15,41,NAS,2015,Bahrain Grand Prix,3,,,,,,0,Sauber,bahrain,Bahrain International Circuit,
5679,929,807,8,13,10,10,HUL,2015,Bahrain Grand Prix,3,,,,,,-5,Force India,bahrain,Bahrain International Circuit,
5680,929,807,8,13,10,25,HUL,2015,Bahrain Grand Prix,3,,,,,,-5,Force India,bahrain,Bahrain International Circuit,
5681,929,807,8,13,10,38,HUL,2015,Bahrain Grand Prix,3,,,,,,-5,Force India,bahrain,Bahrain International Circuit,
5710,929,828,13,14,15,11,ERI,2015,Bahrain Grand Prix,3,,,,,,-1,Sauber,bahrain,Bahrain International Circuit,
5711,929,828,13,14,15,25,ERI,2015,Bahrain Grand Prix,3,,,,,,-1,Sauber,bahrain,Bahrain International Circuit,
5712,929,828,13,14,15,37,ERI,2015,Bahrain Grand Prix,3,,,,,,-1,Sauber,bahrain,Bahrain International Circuit,
5871,929,813,16,15,208,10,MAL,2015,Bahrain Grand Prix,3,,,,,,1,Lotus F1,bahrain,Bahrain International Circuit,
5872,929,813,16,15,208,24,MAL,2015,Bahrain Grand Prix,3,,,,,,1,Lotus F1,bahrain,Bahrain International Circuit,
5873,929,813,16,15,208,41,MAL,2015,Bahrain Grand Prix,3,,,,,,1,Lotus F1,bahrain,Bahrain International Circuit,
5893,929,829,18,16,209,19,STE,2015,Bahrain Grand Prix,3,,,,,,2,Manor Marussia,bahrain,Bahrain International Circuit,
5894,929,829,18,16,209,33,STE,2015,Bahrain Grand Prix,3,,,,,,2,Manor Marussia,bahrain,Bahrain International Circuit,
5895,929,833,19,17,209,18,MER,2015,Bahrain Grand Prix,3,,,,,,2,Manor Marussia,bahrain,Bahrain International Circuit,
5896,929,833,19,17,209,34,MER,2015,Bahrain Grand Prix,3,,,,,,2,Manor Marussia,bahrain,Bahrain International Circuit,
1465,930,3,1,1,131,15,ROS,2015,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1466,930,3,1,1,131,45,ROS,2015,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1462,930,1,2,2,131,13,HAM,2015,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1463,930,1,2,2,131,32,HAM,2015,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1464,930,1,2,2,131,51,HAM,2015,Spanish Grand Prix,4,,,,,,0,Mercedes,catalunya,Circuit de Barcelona-Catalunya,
1293,930,20,3,3,6,14,VET,2015,Spanish Grand Prix,4,,,,,,0,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1294,930,20,3,3,6,40,VET,2015,Spanish Grand Prix,4,,,,,,0,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1511,930,822,4,4,3,15,BOT,2015,Spanish Grand Prix,4,,,,,,0,Williams,catalunya,Circuit de Barcelona-Catalunya,
1512,930,822,4,4,3,42,BOT,2015,Spanish Grand Prix,4,,,,,,0,Williams,catalunya,Circuit de Barcelona-Catalunya,
1295,930,8,7,5,6,17,RAI,2015,Spanish Grand Prix,4,,,,,,2,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1296,930,8,7,5,6,41,RAI,2015,Spanish Grand Prix,4,,,,,,2,Ferrari,catalunya,Circuit de Barcelona-Catalunya,
1508,930,13,9,6,3,14,MAS,2015,Spanish Grand Prix,4,,,,,,3,Williams,catalunya,Circuit de Barcelona-Catalunya,
1509,930,13,9,6,3,32,MAS,2015,Spanish Grand Prix,4,,,,,,3,Williams,catalunya,Circuit de Barcelona-Catalunya,
1510,930,13,9,6,3,47,MAS,2015,Spanish Grand Prix,4,,,,,,3,Williams,catalunya,Circuit de Barcelona-Catalunya,
1179,930,817,10,7,9,13,RIC,2015,Spanish Grand Prix,4,,,,,,3,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1180,930,817,10,7,9,42,RIC,2015,Spanish Grand Prix,4,,,,,,3,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1575,930,154,11,8,208,15,GRO,2015,Spanish Grand Prix,4,,,,,,3,Lotus F1,catalunya,Circuit de Barcelona-Catalunya,
1576,930,154,11,8,208,40,GRO,2015,Spanish Grand Prix,4,,,,,,3,Lotus F1,catalunya,Circuit de Barcelona-Catalunya,
1339,930,832,5,9,5,14,SAI,2015,Spanish Grand Prix,4,,,,,,-4,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1340,930,832,5,9,5,42,SAI,2015,Spanish Grand Prix,4,,,,,,-4,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1181,930,826,8,10,9,11,KVY,2015,Spanish Grand Prix,4,,,,,,-2,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1182,930,826,8,10,9,38,KVY,2015,Spanish Grand Prix,4,,,,,,-2,Red Bull,catalunya,Circuit de Barcelona-Catalunya,
1341,930,830,6,11,5,13,VER,2015,Spanish Grand Prix,4,,,,,,-5,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1342,930,830,6,11,5,37,VER,2015,Spanish Grand Prix,4,,,,,,-5,Toro Rosso,catalunya,Circuit de Barcelona-Catalunya,
1430,930,831,15,12,15,12,NAS,2015,Spanish Grand Prix,4,,,,,,3,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1431,930,831,15,12,15,39,NAS,2015,Spanish Grand Prix,4,,,,,,3,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1382,930,815,18,13,10,19,PER,2015,Spanish Grand Prix,4,,,,,,5,Force India,catalunya,Circuit de Barcelona-Catalunya,
1383,930,815,18,13,10,36,PER,2015,Spanish Grand Prix,4,,,,,,5,Force India,catalunya,Circuit de Barcelona-Catalunya,
1428,930,828,16,14,15,18,ERI,2015,Spanish Grand Prix,4,,,,,,2,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1429,930,828,16,14,15,45,ERI,2015,Spanish Grand Prix,4,,,,,,2,Sauber,catalunya,Circuit de Barcelona-Catalunya,
1384,930,807,17,15,10,10,HUL,2015,Spanish Grand Prix,4,,,,,,2,Force India,catalunya,Circuit de Barcelona-Catalunya,
1385,930,807,17,15,10,26,HUL,2015,Spanish Grand Prix,4,,,,,,2,Force India,catalunya,Circuit de Barcelona-Catalunya,
1386,930,807,17,15,10,49,HUL,2015,Spanish Grand Prix,4,,,,,,2,Force India,catalunya,Circuit de Barcelona-Catalunya,
1228,930,18,14,16,1,11,BUT,2015,Spanish Grand Prix,4,,,,,,-2,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1229,930,18,14,16,1,27,BUT,2015,Spanish Grand Prix,4,,,,,,-2,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1230,930,18,14,16,1,44,BUT,2015,Spanish Grand Prix,4,,,,,,-2,McLaren,catalunya,Circuit de Barcelona-Catalunya,
1590,930,829,19,17,209,16,STE,2015,Spanish Grand Prix,4,,,,,,2,Manor Marussia,catalunya,Circuit de Barcelona-Catalunya,
1591,930,829,19,17,209,32,STE,2015,Spanish Grand Prix,4,,,,,,2,Manor Marussia,catalunya,Circuit de Barcelona-Catalunya,
1592,930,829,19,17,209,47,STE,2015,Spanish Grand Prix,4,,,,,,2,Manor Marussia,catalunya,Circuit de Barcelona-Catalunya,
1593,930,833,20,18,209,17,MER,2015,Spanish Grand Prix,4,,,,,,2,Manor Marussia,catalunya,Circuit de Barcelona-Catalunya,
1594,930,833,20,18,209,30,MER,2015,Spanish Grand Prix,4,,,,,,2,Manor Marussia,catalunya,Circuit de Barcelona-Catalunya,
1595,930,833,20,18,209,49,MER,2015,Spanish Grand Prix,4,,,,,,2,Manor Marussia,catalunya,Circuit de Barcelona-Catalunya,
1786,931,3,2,1,131,37,ROS,2015,Monaco Grand Prix,6,,,,,,1,Mercedes,monaco,Circuit de Monaco,
1707,931,20,3,2,6,36,VET,2015,Monaco Grand Prix,6,,,,,,1,Ferrari,monaco,Circuit de Monaco,
1784,931,1,1,3,131,38,HAM,2015,Monaco Grand Prix,6,,,,,,-2,Mercedes,monaco,Circuit de Monaco,
1785,931,1,1,3,131,65,HAM,2015,Monaco Grand Prix,6,,,,,,-2,Mercedes,monaco,Circuit de Monaco,
1657,931,826,5,4,9,28,KVY,2015,Monaco Grand Prix,6,,,,,,1,Red Bull,monaco,Circuit de Monaco,
1655,931,817,4,5,9,36,RIC,2015,Monaco Grand Prix,6,,,,,,-1,Red Bull,monaco,Circuit de Monaco,
1656,931,817,4,5,9,65,RIC,2015,Monaco Grand Prix,6,,,,,,-1,Red Bull,monaco,Circuit de Monaco,
1708,931,8,6,6,6,37,RAI,2015,Monaco Grand Prix,6,,,,,,0,Ferrari,monaco,Circuit de Monaco,
1743,931,815,7,7,10,36,PER,2015,Monaco Grand Prix,6,,,,,,0,Force India,monaco,Circuit de Monaco,
1744,931,815,7,7,10,64,PER,2015,Monaco Grand Prix,6,,,,,,0,Force India,monaco,Circuit de Monaco,
1681,931,18,10,8,1,35,BUT,2015,Monaco Grand Prix,6,,,,,,2,McLaren,monaco,Circuit de Monaco,
1682,931,18,10,8,1,64,BUT,2015,Monaco Grand Prix,6,,,,,,2,McLaren,monaco,Circuit de Monaco,
1775,931,831,14,9,15,18,NAS,2015,Monaco Grand Prix,6,,,,,,5,Sauber,monaco,Circuit de Monaco,
1776,931,831,14,9,15,64,NAS,2015,Monaco Grand Prix,6,,,,,,5,Sauber,monaco,Circuit de Monaco,
1726,931,832,0,10,5,12,SAI,2015,Monaco Grand Prix,6,,,,,,-10,Toro Rosso,monaco,Circuit de Monaco,
1745,931,807,11,11,10,1,HUL,2015,Monaco Grand Prix,6,,,,,,0,Force India,monaco,Circuit de Monaco,
1746,931,807,11,11,10,31,HUL,2015,Monaco Grand Prix,6,,,,,,0,Force India,monaco,Circuit de Monaco,
1849,931,154,15,12,208,17,GRO,2015,Monaco Grand Prix,6,,,,,,3,Lotus F1,monaco,Circuit de Monaco,
1772,931,828,17,13,15,14,ERI,2015,Monaco Grand Prix,6,,,,,,4,Sauber,monaco,Circuit de Monaco,
1773,931,828,17,13,15,38,ERI,2015,Monaco Grand Prix,6,,,,,,4,Sauber,monaco,Circuit de Monaco,
1774,931,828,17,13,15,69,ERI,2015,Monaco Grand Prix,6,,,,,,4,Sauber,monaco,Circuit de Monaco,
1810,931,822,16,14,3,14,BOT,2015,Monaco Grand Prix,6,,,,,,2,Williams,monaco,Circuit de Monaco,
1811,931,822,16,14,3,56,BOT,2015,Monaco Grand Prix,6,,,,,,2,Williams,monaco,Circuit de Monaco,
1807,931,13,12,15,3,1,MAS,2015,Monaco Grand Prix,6,,,,,,-3,Williams,monaco,Circuit de Monaco,
1808,931,13,12,15,3,39,MAS,2015,Monaco Grand Prix,6,,,,,,-3,Williams,monaco,Circuit de Monaco,
1809,931,13,12,15,3,62,MAS,2015,Monaco Grand Prix,6,,,,,,-3,Williams,monaco,Circuit de Monaco,
1862,931,833,19,16,209,35,MER,2015,Monaco Grand Prix,6,,,,,,3,Manor Marussia,monaco,Circuit de Monaco,
1861,931,829,18,17,209,33,STE,2015,Monaco Grand Prix,6,,,,,,1,Manor Marussia,monaco,Circuit de Monaco,
2088,932,1,1,1,131,29,HAM,2015,Canadian Grand Prix,7,,,,,,0,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2089,932,3,2,2,131,30,ROS,2015,Canadian Grand Prix,7,,,,,,0,Mercedes,villeneuve,Circuit Gilles Villeneuve,
2116,932,822,4,3,3,28,BOT,2015,Canadian Grand Prix,7,,,,,,1,Williams,villeneuve,Circuit Gilles Villeneuve,
1972,932,8,3,4,6,26,RAI,2015,Canadian Grand Prix,7,,,,,,-1,Ferrari,villeneuve,Circuit Gilles Villeneuve,
1973,932,8,3,4,6,40,RAI,2015,Canadian Grand Prix,7,,,,,,-1,Ferrari,villeneuve,Circuit Gilles Villeneuve,
1970,932,20,18,5,6,7,VET,2015,Canadian Grand Prix,7,,,,,,13,Ferrari,villeneuve,Circuit Gilles Villeneuve,
1971,932,20,18,5,6,35,VET,2015,Canadian Grand Prix,7,,,,,,13,Ferrari,villeneuve,Circuit Gilles Villeneuve,
2115,932,13,15,6,3,37,MAS,2015,Canadian Grand Prix,7,,,,,,9,Williams,villeneuve,Circuit Gilles Villeneuve,
2137,932,813,6,7,208,17,MAL,2015,Canadian Grand Prix,7,,,,,,-1,Lotus F1,villeneuve,Circuit Gilles Villeneuve,
2027,932,807,7,8,10,28,HUL,2015,Canadian Grand Prix,7,,,,,,-1,Force India,villeneuve,Circuit Gilles Villeneuve,
1912,932,826,8,9,9,27,KVY,2015,Canadian Grand Prix,7,,,,,,-1,Red Bull,villeneuve,Circuit Gilles Villeneuve,
2138,932,154,5,10,208,27,GRO,2015,Canadian Grand Prix,7,,,,,,-5,Lotus F1,villeneuve,Circuit Gilles Villeneuve,
2026,932,815,10,11,10,24,PER,2015,Canadian Grand Prix,7,,,,,,-1,Force India,villeneuve,Circuit Gilles Villeneuve,
2004,932,832,11,12,5,27,SAI,2015,Canadian Grand Prix,7,,,,,,-1,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
1911,932,817,9,13,9,23,RIC,2015,Canadian Grand Prix,7,,,,,,-4,Red Bull,villeneuve,Circuit Gilles Villeneuve,
2060,932,828,12,14,15,28,ERI,2015,Canadian Grand Prix,7,,,,,,-2,Sauber,villeneuve,Circuit Gilles Villeneuve,
2005,932,830,19,15,5,39,VER,2015,Canadian Grand Prix,7,,,,,,4,Toro Rosso,villeneuve,Circuit Gilles Villeneuve,
2061,932,831,14,16,15,26,NAS,2015,Canadian Grand Prix,7,,,,,,-2,Sauber,villeneuve,Circuit Gilles Villeneuve,
2145,932,829,17,17,209,34,STE,2015,Canadian Grand Prix,7,,,,,,0,Manor Marussia,villeneuve,Circuit Gilles Villeneuve,
7165,933,3,2,1,131,33,ROS,2015,Austrian Grand Prix,70,,,,,,1,Mercedes,red_bull_ring,Red Bull Ring,
7164,933,1,1,2,131,35,HAM,2015,Austrian Grand Prix,70,,,,,,-1,Mercedes,red_bull_ring,Red Bull Ring,
7194,933,13,4,3,3,34,MAS,2015,Austrian Grand Prix,70,,,,,,1,Williams,red_bull_ring,Red Bull Ring,
7089,933,20,3,4,6,36,VET,2015,Austrian Grand Prix,70,,,,,,-1,Ferrari,red_bull_ring,Red Bull Ring,
7195,933,822,6,5,3,26,BOT,2015,Austrian Grand Prix,70,,,,,,1,Williams,red_bull_ring,Red Bull Ring,
7126,933,807,5,6,10,25,HUL,2015,Austrian Grand Prix,70,,,,,,-1,Force India,red_bull_ring,Red Bull Ring,
7227,933,813,10,7,208,37,MAL,2015,Austrian Grand Prix,70,,,,,,3,Lotus F1,red_bull_ring,Red Bull Ring,
7115,933,830,7,8,5,26,VER,2015,Austrian Grand Prix,70,,,,,,-1,Toro Rosso,red_bull_ring,Red Bull Ring,
7125,933,815,13,9,10,38,PER,2015,Austrian Grand Prix,70,,,,,,4,Force India,red_bull_ring,Red Bull Ring,
7012,933,817,18,10,9,50,RIC,2015,Austrian Grand Prix,70,,,,,,8,Red Bull,red_bull_ring,Red Bull Ring,
7147,933,831,8,11,15,24,NAS,2015,Austrian Grand Prix,70,,,,,,-3,Sauber,red_bull_ring,Red Bull Ring,
7013,933,826,15,12,9,1,KVY,2015,Austrian Grand Prix,70,,,,,,3,Red Bull,red_bull_ring,Red Bull Ring,
7014,933,826,15,12,9,45,KVY,2015,Austrian Grand Prix,70,,,,,,3,Red Bull,red_bull_ring,Red Bull Ring,
7144,933,828,11,13,15,2,ERI,2015,Austrian Grand Prix,70,,,,,,-2,Sauber,red_bull_ring,Red Bull Ring,
7145,933,828,11,13,15,12,ERI,2015,Austrian Grand Prix,70,,,,,,-2,Sauber,red_bull_ring,Red Bull Ring,
7146,933,828,11,13,15,45,ERI,2015,Austrian Grand Prix,70,,,,,,-2,Sauber,red_bull_ring,Red Bull Ring,
7235,933,833,16,14,209,34,MER,2015,Austrian Grand Prix,70,,,,,,2,Manor Marussia,red_bull_ring,Red Bull Ring,
2509,934,1,1,1,131,19,HAM,2015,British Grand Prix,9,,,,,,0,Mercedes,silverstone,Silverstone Circuit,
2510,934,1,1,1,131,43,HAM,2015,British Grand Prix,9,,,,,,0,Mercedes,silverstone,Silverstone Circuit,
2511,934,3,2,2,131,20,ROS,2015,British Grand Prix,9,,,,,,0,Mercedes,silverstone,Silverstone Circuit,
2512,934,3,2,2,131,44,ROS,2015,British Grand Prix,9,,,,,,0,Mercedes,silverstone,Silverstone Circuit,
2384,934,20,6,3,6,14,VET,2015,British Grand Prix,9,,,,,,3,Ferrari,silverstone,Silverstone Circuit,
2385,934,20,6,3,6,43,VET,2015,British Grand Prix,9,,,,,,3,Ferrari,silverstone,Silverstone Circuit,
2550,934,13,3,4,3,20,MAS,2015,British Grand Prix,9,,,,,,-1,Williams,silverstone,Silverstone Circuit,
2551,934,13,3,4,3,44,MAS,2015,British Grand Prix,9,,,,,,-1,Williams,silverstone,Silverstone Circuit,
2552,934,822,4,5,3,21,BOT,2015,British Grand Prix,9,,,,,,-1,Williams,silverstone,Silverstone Circuit,
2553,934,822,4,5,3,44,BOT,2015,British Grand Prix,9,,,,,,-1,Williams,silverstone,Silverstone Circuit,
2286,934,826,7,6,9,18,KVY,2015,British Grand Prix,9,,,,,,1,Red Bull,silverstone,Silverstone Circuit,
2287,934,826,7,6,9,44,KVY,2015,British Grand Prix,9,,,,,,1,Red Bull,silverstone,Silverstone Circuit,
2456,934,807,9,7,10,19,HUL,2015,British Grand Prix,9,,,,,,2,Force India,silverstone,Silverstone Circuit,
2457,934,807,9,7,10,44,HUL,2015,British Grand Prix,9,,,,,,2,Force India,silverstone,Silverstone Circuit,
2386,934,8,5,8,6,13,RAI,2015,British Grand Prix,9,,,,,,-3,Ferrari,silverstone,Silverstone Circuit,
2387,934,8,5,8,6,38,RAI,2015,British Grand Prix,9,,,,,,-3,Ferrari,silverstone,Silverstone Circuit,
2388,934,8,5,8,6,47,RAI,2015,British Grand Prix,9,,,,,,-3,Ferrari,silverstone,Silverstone Circuit,
2454,934,815,11,9,10,20,PER,2015,British Grand Prix,9,,,,,,2,Force India,silverstone,Silverstone Circuit,
2455,934,815,11,9,10,44,PER,2015,British Grand Prix,9,,,,,,2,Force India,silverstone,Silverstone Circuit,
2324,934,4,17,10,1,1,ALO,2015,British Grand Prix,9,,,,,,7,McLaren,silverstone,Silverstone Circuit,
2325,934,4,17,10,1,17,ALO,2015,British Grand Prix,9,,,,,,7,McLaren,silverstone,Silverstone Circuit,
2326,934,4,17,10,1,37,ALO,2015,British Grand Prix,9,,,,,,7,McLaren,silverstone,Silverstone Circuit,
2481,934,828,15,11,15,23,ERI,2015,British Grand Prix,9,,,,,,4,Sauber,silverstone,Silverstone Circuit,
2482,934,828,15,11,15,37,ERI,2015,British Grand Prix,9,,,,,,4,Sauber,silverstone,Silverstone Circuit,
2483,934,828,15,11,15,41,ERI,2015,British Grand Prix,9,,,,,,4,Sauber,silverstone,Silverstone Circuit,
2484,934,828,15,11,15,42,ERI,2015,British Grand Prix,9,,,,,,4,Sauber,silverstone,Silverstone Circuit,
2622,934,833,20,12,209,36,MER,2015,British Grand Prix,9,,,,,,8,Manor Marussia,silverstone,Silverstone Circuit,
2623,934,833,20,12,209,44,MER,2015,British Grand Prix,9,,,,,,8,Manor Marussia,silverstone,Silverstone Circuit,
2620,934,829,19,13,209,36,STE,2015,British Grand Prix,9,,,,,,6,Manor Marussia,silverstone,Silverstone Circuit,
2621,934,829,19,13,209,45,STE,2015,British Grand Prix,9,,,,,,6,Manor Marussia,silverstone,Silverstone Circuit,
2945,936,20,3,1,6,21,VET,2015,Hungarian Grand Prix,11,,,,,,2,Ferrari,hungaroring,Hungaroring,
2946,936,20,3,1,6,43,VET,2015,Hungarian Grand Prix,11,,,,,,2,Ferrari,hungaroring,Hungaroring,
2947,936,20,3,1,6,45,VET,2015,Hungarian Grand Prix,11,,,,,,2,Ferrari,hungaroring,Hungaroring,
2948,936,20,3,1,6,46,VET,2015,Hungarian Grand Prix,11,,,,,,2,Ferrari,hungaroring,Hungaroring,
2835,936,826,7,2,9,13,KVY,2015,Hungarian Grand Prix,11,,,,,,5,Red Bull,hungaroring,Hungaroring,
2836,936,826,7,2,9,33,KVY,2015,Hungarian Grand Prix,11,,,,,,5,Red Bull,hungaroring,Hungaroring,
2837,936,826,7,2,9,43,KVY,2015,Hungarian Grand Prix,11,,,,,,5,Red Bull,hungaroring,Hungaroring,
2838,936,826,7,2,9,45,KVY,2015,Hungarian Grand Prix,11,,,,,,5,Red Bull,hungaroring,Hungaroring,
2839,936,826,7,2,9,46,KVY,2015,Hungarian Grand Prix,11,,,,,,5,Red Bull,hungaroring,Hungaroring,
2830,936,817,4,3,9,21,RIC,2015,Hungarian Grand Prix,11,,,,,,1,Red Bull,hungaroring,Hungaroring,
2831,936,817,4,3,9,42,RIC,2015,Hungarian Grand Prix,11,,,,,,1,Red Bull,hungaroring,Hungaroring,
2832,936,817,4,3,9,45,RIC,2015,Hungarian Grand Prix,11,,,,,,1,Red Bull,hungaroring,Hungaroring,
2833,936,817,4,3,9,46,RIC,2015,Hungarian Grand Prix,11,,,,,,1,Red Bull,hungaroring,Hungaroring,
2834,936,817,4,3,9,64,RIC,2015,Hungarian Grand Prix,11,,,,,,1,Red Bull,hungaroring,Hungaroring,
2989,936,830,9,4,5,14,VER,2015,Hungarian Grand Prix,11,,,,,,5,Toro Rosso,hungaroring,Hungaroring,
2990,936,830,9,4,5,37,VER,2015,Hungarian Grand Prix,11,,,,,,5,Toro Rosso,hungaroring,Hungaroring,
